Query sequence,Sample name,Otu.95,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references
H12_Otu252,H12,Otu252,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.145267, 0.130013, 0.116919, 0.098166, 0.097831, 0.076380, 0.055036, 0.051929, 0.050546, 0.016182, 0.015629",OTU1090,
H12_Otu256,H12,Otu256,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Helotiaceae,Helotiaceae,Bisporella,Bisporella,Bisporella_citrina,"0.760305, 0.045504, 0.040767, 0.037700, 0.037429, 0.016206, 0.006038, 0.004352, 0.004319",OTU947,
H12_Otu266,H12,Otu266,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.337798, 0.241177, 0.166432, 0.113624, 0.103485",OTU148,
H12_Otu27,H12,Otu27,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.942109, 0.015036",OTU206,
H12_Otu284,H12,Otu284,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae,Lachnum,Lachnum,Lachnum_bicolor,"0.494631, 0.318409, 0.097813, 0.024241, 0.018131",OTU1093,
H12_Otu285,H12,Otu285,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,Arthrinium,Arthrinium,"Arthrinium_sacchari,Arthrinium_arundinis","0.141715, 0.141692, 0.141107, 0.093068, 0.093059, 0.093058, 0.093058, 0.093048, 0.092972",OTU970,
H12_Otu290,H12,Otu290,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Helotiaceae,Helotiaceae,Bisporella,Bisporella,Bisporella_citrina,"0.452846, 0.054923, 0.051724, 0.050121, 0.049899, 0.040114, 0.039677, 0.038815, 0.035178, 0.033908, 0.017572",OTU117,
H12_Otu291,H12,Otu291,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Trypetheliales,"Trypetheliales,Venturiales,Phaeotrichales,unclassified",Trypetheliaceae,"Trypetheliaceae,Sympoventuriaceae,Phaeotrichaceae,Venturiaceae,unclassified",Trypethelium,"Trypethelium,Phaeotrichum,Trichodelitschia,Caproventuria,Laurera,Tyrannosorus,Sympoventuria,Astrothelium,Ochroconis,Verruconis","Phaeotrichum_benjaminii,Trichodelitschia_munkii,Trypethelium_virens,Caproventuria_hanliniana,Laurera_megasperma,Tyrannosorus_pinicola,Trypethelium_nitidiusculum,Sympoventuria_capensis,Astrothelium_cinnamomeum,Ochroconis_phaeophora,Verruconis_gallopava","0.055363, 0.052156, 0.039606, 0.039015, 0.038947, 0.037501, 0.037461, 0.037461, 0.037461, 0.037461, 0.037461",OTU1035,
H12_Otu298,H12,Otu298,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.626386, 0.107937, 0.074211, 0.064522, 0.061611, 0.060569",OTU90,
H12_Otu3,H12,Otu3,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,"Helotiales,Rhytismatales",Helotiaceae,"Helotiaceae,Rhytismataceae",Zymochalara,"Zymochalara,Rhytisma","Rhytisma_acerinum,Zymochalara_lygodii,Zymochalara_cyatheae","0.160250, 0.155242, 0.154903, 0.070810, 0.051443, 0.039955, 0.037731, 0.014883, 0.014590, 0.014516, 0.014516",OTU130,
H12_Otu313,H12,Otu313,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,-,-,Pseudochaetosphaeronema,Pseudochaetosphaeronema,Pseudochaetosphaeronema_larense,"0.371990, 0.239543, 0.222784, 0.107580, 0.044246",OTU227,
H12_Otu318,H12,Otu318,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Microascales,Microascales,Microascaceae,Microascaceae,Graphium,Graphium,Graphium_penicillioides,"0.218959, 0.189735, 0.186392, 0.186248, 0.060771, 0.051882, 0.014016, 0.012240, 0.011394, 0.010969, 0.006609",OTU631,
H12_Otu33,H12,Otu33,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Rhytismataceae,"Rhytismataceae,Cudoniaceae",Coccomyces,"Coccomyces,Tryblidiopsis,Lophodermium,Cudonia,Meloderma,Spathularia","Tryblidiopsis_pinastri,Coccomyces_strobi,Lophodermium_pinastri,Cudonia_circinans,Meloderma_desmazieresii,Spathularia_velutipes,Coccomyces_dentatus","0.258077, 0.185206, 0.149010, 0.131193, 0.065163, 0.058768, 0.036780, 0.019031, 0.018916, 0.014430, 0.011742",OTU653,
H12_Otu35,H12,Otu35,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura",0.976697,OTU168,
H12_Otu370,H12,Otu370,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.056333, 0.053613, 0.053462, 0.046465, 0.045987, 0.045987, 0.045987, 0.045987, 0.045985, 0.045267, 0.042960",OTU243,
H12_Otu38,H12,Otu38,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Ostropales,Ostropales,Stictidaceae,Stictidaceae,Stictis,Stictis,Stictis_radiata,"0.258751, 0.104625, 0.078042, 0.078042, 0.049922, 0.049882, 0.037713, 0.026156, 0.018300, 0.016285, 0.016165",OTU171,
H12_Otu389,H12,Otu389,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.026797, 0.026794, 0.025976, 0.023890, 0.022561, 0.020462, 0.016975, 0.015396, 0.015021, 0.015014, 0.014949",OTU987,
H12_Otu396,H12,Otu396,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Cucurbitariaceae,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,"0.241767, 0.193195, 0.081096, 0.079003, 0.075896, 0.022727, 0.013945, 0.010410, 0.008574, 0.008519, 0.008512",OTU1098,
H12_Otu397,H12,Otu397,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Trichomonascaceae,"Trichomonascaceae,Dipodascaceae",Zygoascus,"Zygoascus,Yarrowia","Zygoascus_hellenicus,Yarrowia_lipolytica","0.193615, 0.187217, 0.186080, 0.186024, 0.054175, 0.023349, 0.022976, 0.022964, 0.021111, 0.019562, 0.019287",OTU940,
H12_Otu401,H12,Otu401,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Sclerotiniaceae,Sclerotiniaceae,Monilinia,"Monilinia,Sclerotinia,Botrytis","Monilinia_fructigena,Sclerotinia_sclerotiorum,Monilinia_fructicola,Botrytis_cinerea,Monilinia_laxa","0.458388, 0.113788, 0.112954, 0.112489, 0.109477, 0.046482",OTU949,
H12_Otu404,H12,Otu404,Ascomycota,Ascomycota,Pneumocystidomycetes,Pneumocystidomycetes,Pneumocystidales,Pneumocystidales,Pneumocystidaceae,Pneumocystidaceae,Pneumocystis,Pneumocystis,Pneumocystis_carinii,"0.311713, 0.126759, 0.099112, 0.024416, 0.022157, 0.021911, 0.018906, 0.011919, 0.010905, 0.009976, 0.009940",OTU953,
H12_Otu405,H12,Otu405,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Sporocadaceae,Sporocadaceae,Pseudopestalotiopsis,Pseudopestalotiopsis,Pseudopestalotiopsis_theae,"0.380722, 0.329358, 0.289903",OTU780,
H12_Otu406,H12,Otu406,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,unclassified,unclassified,Elasticomyces,Elasticomyces,Elasticomyces_elasticus,"0.192953, 0.076951, 0.068942, 0.062069, 0.035442, 0.035158, 0.035158, 0.035158, 0.035158, 0.035158, 0.035150",OTU363,
H12_Otu42,H12,Otu42,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.066478, 0.062774, 0.062651, 0.062651, 0.062651, 0.062632, 0.062631, 0.057335, 0.057202, 0.029475, 0.028189",OTU482,
H12_Otu436,H12,Otu436,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.355981, 0.289368, 0.287531, 0.014932, 0.014498",OTU140,
H12_Otu437,H12,Otu437,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Dermateaceae,"Dermateaceae,Hyaloscyphaceae",Pezicula,"Pezicula,Neofabraea,Hyaloscypha,Dermea,Phlyctema,Pseudofabraea","Pezicula_californiae,Pezicula_fagacearum,Neofabraea_actinidiae,Pezicula_neoheterochroma,Neofabraea_malicorticis,Hyaloscypha_aureliella,Dermea_acerina,Phlyctema_vincetoxici,Neofabraea_inaequalis,Pezicula_carpinea,Pseudofabraea_citricarpa","0.321767, 0.176124, 0.071013, 0.065593, 0.065390, 0.050770, 0.023292, 0.023143, 0.021776, 0.020120, 0.020023",OTU141,
H12_Otu451,H12,Otu451,Ascomycota,Ascomycota,Taphrinomycetes,Taphrinomycetes,Taphrinales,Taphrinales,Taphrinaceae,"Taphrinaceae,Protomycetaceae",Taphrina,"Taphrina,Protomyces","Protomyces_inouyei,Taphrina_communis,Taphrina_deformans,Taphrina_wiesneri","0.310098, 0.254196, 0.092877, 0.091975, 0.091004, 0.036673, 0.036579, 0.025783, 0.006813, 0.006810",OTU102,
H12_Otu46,H12,Otu46,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Xenoacremonium,Xenoacremonium,Xenoacremonium_falcatus,"0.316131, 0.313555, 0.313273, 0.030753",OTU704,
H12_Otu467,H12,Otu467,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,"Dothideaceae,Dothioraceae",Dothidea,"Dothidea,Dothiora,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.381746, 0.206288, 0.163111, 0.110221, 0.100303",OTU858,
H12_Otu47,H12,Otu47,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Rhizocarpaceae,Rhizocarpaceae,Rhizocarpon,Rhizocarpon,Rhizocarpon_disporum,"0.085309, 0.085269, 0.085257, 0.085185, 0.085182, 0.043624, 0.043370, 0.040750, 0.036147, 0.031427, 0.028582",OTU387,
H12_Otu472,H12,Otu472,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura","0.777416, 0.055801, 0.054292, 0.054159, 0.036375",OTU260,
H12_Otu482,H12,Otu482,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.246570, 0.105030, 0.103057, 0.065691, 0.039986, 0.039962, 0.024850, 0.023093, 0.019729, 0.017696, 0.017328",OTU672,
H12_Otu530,H12,Otu530,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Planistromellaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Kellermania,Aplosporella","Kellermania_confusa,Phyllosticta_abieticola,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_ampelicida,Kellermania_nolinifoliorum,Kellermania_micranthae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.247322, 0.206969, 0.205631, 0.139352, 0.060892, 0.055191, 0.006802, 0.006764, 0.006682, 0.006434, 0.004680",OTU600,
H12_Otu532,H12,Otu532,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Dothideaceae,"Dothideaceae,Dothioraceae,unclassified",Dothidea,"Dothidea,Dothiora,unclassified,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Dothideomycetes_sp_TRN11,Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.101843, 0.084827, 0.057389, 0.052183, 0.052034, 0.052034, 0.052034, 0.052034, 0.052034, 0.050467, 0.033838",OTU215,
H12_Otu534,H12,Otu534,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta,Coniochaeta,"Coniochaeta_velutina,Coniochaeta_africana,Coniochaeta_mutabilis,Coniochaeta_prunicola,Coniochaeta_hoffmannii,Coniochaeta_ligniaria,Coniochaeta_ostrea,Coniochaeta_lignicola","0.329479, 0.323401, 0.316407",OTU976,
H12_Otu58,H12,Otu58,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Teratosphaeriaceae,Mycosphaerellaceae",unclassified,"unclassified,Vermiconia,Petrophila,Devriesia,Staninwardia","Dothideomycetes_sp_TRN138,Capnodiales_sp_CCFEE_5502,Vermiconia_foris,Dothideomycetes_sp_TRN80,Devriesia_compacta,Capnodiales_sp_A73,Staninwardia_suttonii,Dothideomycetes_sp_TRN66,Vermiconia_flagrans,Petrophila_incerta,Petrophila_incerta_1","0.090771, 0.059713, 0.059255, 0.059255, 0.059255, 0.059255, 0.059255, 0.059251, 0.059250, 0.043983, 0.042284",OTU195,
H12_Otu603,H12,Otu603,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia,Ramularia,Ramularia_nyssicola,0.975761,OTU519,
H12_Otu61,H12,Otu61,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.547625, 0.091821, 0.091494, 0.079909, 0.051590, 0.051087, 0.016488, 0.006561, 0.006308, 0.006304, 0.004799",OTU1134,
H12_Otu62,H12,Otu62,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Xenoacremonium,"Xenoacremonium,Nectria","Xenoacremonium_falcatus,Nectria_sp1","0.311853, 0.304149, 0.302836, 0.042500",OTU906,
H12_Otu626,H12,Otu626,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,Westerdykella,Westerdykella_cylindrica,"0.272227, 0.222081, 0.221249, 0.062633, 0.043334, 0.041215, 0.040127, 0.036025, 0.031017",OTU1081,
H12_Otu63,H12,Otu63,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.438281, 0.106465, 0.051737, 0.043252, 0.036056, 0.035577, 0.026802, 0.019418, 0.016427, 0.016419, 0.016302",OTU969,
H12_Otu649,H12,Otu649,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Dothideaceae,"Dothideaceae,Dothioraceae,unclassified",Dothidea,"Dothidea,Dothiora,unclassified,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Dothideomycetes_sp_TRN11,Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.203485, 0.114761, 0.066376, 0.056565, 0.047330, 0.045952, 0.045952, 0.045952, 0.045952, 0.045952, 0.045941",OTU614,
H12_Otu653,H12,Otu653,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Sclerotiniaceae,Sclerotiniaceae,Mitrula,Mitrula,Mitrula_elegans,"0.375829, 0.222566, 0.159631, 0.039779, 0.034955, 0.030112, 0.018055, 0.015043, 0.013659, 0.011570, 0.009430",OTU766,
H12_Otu657,H12,Otu657,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Helotiaceae,Helotiaceae,Bisporella,Bisporella,Bisporella_citrina,"0.646896, 0.038177, 0.033947, 0.030743, 0.030416, 0.029786, 0.028701, 0.024005, 0.023343, 0.014437, 0.008943",OTU992,
H12_Otu658,H12,Otu658,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Vibrisseaceae,Vibrisseaceae,Vibrissea,Vibrissea,Vibrissea_flavovirens,"0.770859, 0.116163, 0.112926",OTU144,
H12_Otu668,H12,Otu668,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.389034, 0.238345, 0.238335, 0.031105, 0.013469, 0.013451, 0.009824, 0.009677, 0.006140, 0.006056",OTU22,
H12_Otu67,H12,Otu67,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.060920, 0.059677, 0.057044, 0.056976, 0.056976, 0.056976, 0.056976, 0.056976, 0.056358, 0.053641, 0.053599",OTU903,
H12_Otu687,H12,Otu687,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Cucurbitariaceae,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,0.997946,OTU861,
H12_Otu689,H12,Otu689,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.204319, 0.152438, 0.092357, 0.092018, 0.071088, 0.032292, 0.031690, 0.030690, 0.030689, 0.028347, 0.019806",OTU790,
H12_Otu691,H12,Otu691,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Microdochiaceae,"Microdochiaceae,unclassified",Microdochium,Microdochium,"Microdochium_colombiense,Microdochium_bolleyi,Microdochium_trichocladiopsis,Microdochium_phragmitis,Microdochium_tainanense,Microdochium_neoqueenslandicum,Microdochium_nivale,Microdochium_citrinidiscum",0.996484,OTU490,
H12_Otu692,H12,Otu692,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.271301, 0.201433, 0.201381, 0.201318, 0.122737",OTU688,
H12_Otu72,H12,Otu72,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.904792, 0.021258, 0.020944, 0.001732, 0.001686",OTU329,
H12_Otu73,H12,Otu73,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Cucurbitariaceae,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,0.999475,OTU685,
H12_Otu731,H12,Otu731,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Neodevriesiaceae",unclassified,"unclassified,Neodevriesia,Vermiconia,Tripospermum,Petrophila","Neodevriesia_strelitziae,Capnodiales_sp_CCFEE_5502,Vermiconia_foris,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN142,Neodevriesia_agapanthi,Tripospermum_myrti,Capnodiales_sp_A73,Vermiconia_flagrans,Dothideomycetes_sp_TRN153,Petrophila_incerta_1","0.134907, 0.134847, 0.131362, 0.131140, 0.099987, 0.096348, 0.035079, 0.034978, 0.016889, 0.014945, 0.010422",OTU545,
H12_Otu775,H12,Otu775,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Ophionectria,Ophionectria,Ophionectria_trichospora,"0.090831, 0.078908, 0.078817, 0.057109, 0.053785, 0.049498, 0.049449, 0.043999, 0.041793, 0.041782, 0.041748",OTU850,
H12_Otu78,H12,Otu78,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Preussia,Preussia,Preussia_minima,"0.238254, 0.153992, 0.111578, 0.050994, 0.047451, 0.046129, 0.044460, 0.042936, 0.042734, 0.039019, 0.038471",OTU445,
